raw_index,true_sentiment,encoded_sentiment,Feedback_Clean,svm_sentiment,svm_shap_top_features,bert_sentiment,bert_shap_top_tokens
10060,neutral,1,just okay so nice product,neutral,"just okay, okay, so nice, just, so, product, nice, nice product, okay so",neutral," okay,  nice,  just,  so,  product"
13381,positive,2,well in the market excellent,positive,"excellent, well in, the market, market, well, in the, in, market excellent, the",positive," excellent,  in,  well,  market,  the"
13007,positive,2,highly recommend good,positive,"highly, highly recommend, recommend, good, recommend good",positive," highly,  good,  recommend"
10922,positive,2,good quality product good,positive,"good, product good, quality product, product, good quality, quality",positive," good,  good,  quality,  product"
8324,neutral,1,really nice ok,neutral,"ok, really, nice ok, really nice, nice",neutral," ok,  nice,  really"
2504,negative,0,bad experience ever bed quality,negative,"experience ever, ever, bad experience, bad, experience, bed quality, bed, quality, ever bed",negative," bad,  ever,  experience,  bed,  quality"
4853,negative,0,bad experience ever do not buy this this be china item my product get damage in 2 month,negative,"damage, item, experience ever, ever, bad experience, experience, bad, in month, do not, get",negative," damage,  not,  bad,  buy,  experience,  item,  ever,  this,  product,  this"
8645,neutral,1,good choice ball be pretty good but the outer surface be very hard becoz of use rubber matetial and as well as bouncy,neutral,"but, very hard, rubber, good but, bouncy, well, ball be, outer, as, and",neutral," good,  be,  pretty,  but,  good,  and, ncy,  rubber,  mate,  use"
7556,neutral,1,really nice good product mind blow product but some metal pipe be bend but its ok value for money must buy,neutral,"but, must buy, ok, nice good, ok value, product mind, product but, product, buy, pipe be",neutral," really,  but,  good,  ok,  but,  bend,  nice,  pipe,  be,  some"
13104,positive,2,worth every penny make in india one of the good brand mi,positive,"the good, worth every, worth, every penny, penny, in, every, good, one of, brand",positive," every,  worth,  in,  good,  penny,  in,  make,  the,  of, dia"
12971,positive,2,must buy nice,positive,"must buy, must, buy, buy nice, nice",positive," nice,  buy,  must"
15615,positive,2,great product good neckband1good sound quality2loud bass3longlaste battery life4b suond experience5all rounder neckband under this price segment,positive,"great product, great, product good, sound, price, segment, good, under, this, product",positive," great,  good,  product, 1, good,  bass, e,  sound, long, 3"
8992,neutral,1,do the job very short passage inside,neutral,"do the, the job, job, short, inside, very, very short, do, job very, the",neutral," do,  job,  inside,  the,  passage,  short,  very"
9236,neutral,1,valueformoney ok,neutral,"ok, valueformoney, valueformoney ok",neutral," ok, oney,  value, form"
12199,positive,2,perfect product good,positive,"perfect, perfect product, product good, good, product",positive," good,  perfect,  product"
1724,negative,0,do not meet expectation not good low quality,negative,"not, not good, low, low quality, meet expectation, not meet, good, do not, meet, expectation",negative," not,  do,  not,  good,  low,  expectation,  quality,  meet"
12472,positive,2,great product good quality seed,positive,"great product, great, product good, good, quality seed, product, good quality, seed, quality",positive," great,  good,  product,  quality,  seed"
14178,positive,2,brilliant good product very fast installation worth for money,positive,"brilliant, brilliant good, worth, product very, fast, for, good, for money, worth for, installation",positive," brilliant,  worth,  money,  very,  installation,  product,  good,  for,  fast"
1810,negative,0,not good plastic of jar as well as mixer be of very cheap quality,negative,"not good, very cheap, be of, of, jar, cheap quality, not, good, mixer be, very",neutral," good,  plastic,  of,  of,  not, er,  cheap,  as,  mix,  well"
13815,positive,2,well in the market nice,positive,"well in, the market, market, well, in the, in, market nice, nice, the",positive," nice,  in,  well,  market,  the"
2871,negative,0,useless product be not effect,negative,"useless, useless product, not, product be, not effect, be not, be, product, effect",negative," useless,  not,  be,  effect,  product"
1734,negative,0,not good not useful,negative,"not, not good, good, not useful, good not, useful",negative," not,  not,  good,  useful"
14975,positive,2,wonderful value for money,positive,"wonderful, value, value for, for, for money, wonderful value, money",positive," wonderful,  value,  for,  money"
5919,neutral,1,good choice ok,neutral,"ok, good choice, good, choice ok, choice",neutral," good,  ok,  choice"
7479,neutral,1,pretty good ok,neutral,"ok, good ok, pretty, pretty good, good",neutral," ok,  good,  pretty"
4243,negative,0,useless product sound quality be low,negative,"useless, useless product, low, be low, sound quality, quality be, sound, be, quality, product",negative," useless,  low,  quality,  product,  sound,  be"
12772,positive,2,good quality product till now its work fine,positive,"fine, work fine, its work, till now, now, till, good, quality product, now its, good quality",neutral," good,  fine,  its,  work,  quality,  till,  now,  product"
10091,neutral,1,wonderful quality be good but ball be heavy and very hard,neutral,"but, very hard, good but, wonderful, heavy, and, ball be, very, heavy and, and very",neutral," wonderful,  but,  hard,  be,  and,  good,  be,  very,  quality,  ball"
4661,negative,0,unsatisfactory freezer be not work properly,negative,"unsatisfactory, not, properly, be not, be, work, not work, work properly, freezer",negative," un, sat,  not, is, y, ctor,  properly, fa,  work,  freeze"
1645,negative,0,not recommend at all not good,negative,"not, not good, not recommend, recommend at, at all, good, recommend, all, all not, at",negative," not,  not,  recommend,  good,  at,  all"
8698,neutral,1,good this be only 450 gsm,neutral,"only, good this, this, gsm, be only, this be, good, 450, be",neutral," good,  be,  g,  this,  450, sm,  only"
4675,negative,0,waste of money very heavy in weight become hot within 2 minute of its use,negative,"waste, waste of, of money, of, its use, money, within, very heavy, become, very",negative," waste,  money,  heavy,  of,  its,  minute,  of,  within,  become,  hot"
5019,negative,0,could be way well its slowand not cook properly thoroughly unsatisfie well go for other brand,negative,"unsatisfie, not cook, other brand, not, for, properly, way, could, cook, well",negative," un,  not, sat,  thoroughly, is,  properly,  cook, fie,  brand,  way"
5984,neutral,1,very good osm product,positive,"osm, good, product, very good, osm product, very",positive,"sm,  o,  product,  very,  good"
2768,negative,0,waste of money bad sarvie,negative,"waste, waste of, bad, of money, money, of, money bad",negative," bad,  waste,  of,  money,  sa, vie, r"
14685,positive,2,valueformoney good,positive,"valueformoney good, good, valueformoney",positive," good, oney,  value, form"
9188,neutral,1,valueformoney nice,positive,"valueformoney nice, valueformoney, nice",neutral," nice, oney, form,  value"
5853,neutral,1,do the job nice,neutral,"do the, the job, job, job nice, nice, do, the",neutral," do,  nice,  job,  the"
10604,neutral,1,good the jeeve guy who come to my home be not that skilled the product be of decent quality nothing much we can expect from it,neutral,"decent, we can, from, product be, good the, can, from it, be of, my, it",neutral," good,  decent,  my, ve,  product,  who,  guy,  be,  home,  it"
6323,neutral,1,good quality product this price to gud phone,positive,"gud, product this, good, price, quality product, phone, product, this, good quality, this price",neutral," good,  phone,  quality, ud,  g,  product,  this,  price,  to"
5996,neutral,1,good ok like it,neutral,"ok, like it, good ok, like, it, good, ok like",neutral," ok,  like,  it,  good"
6479,neutral,1,nice must buy very usefull product,positive,"must buy, must, usefull, very usefull, buy, usefull product, nice, buy very, product, very",positive," buy,  very,  must, l,  nice,  useful,  product"
13440,positive,2,must buy super,positive,"super, must buy, must, buy, buy super",positive," super,  buy,  must"
12440,positive,2,worth the money beautiful,positive,"worth, beautiful, money beautiful, worth the, the money, the, money",positive," beautiful,  the,  worth,  money"
1733,negative,0,unsatisfactory leak proof very bad,negative,"unsatisfactory, bad, very bad, leak, proof, very",negative," bad,  un, sat,  very,  leak, is, fa, ctor,  proof, y"
8530,neutral,1,good its ok,neutral,"ok, its ok, good its, good, its",neutral," good,  ok,  its"
13349,positive,2,terrific awesome,positive,"terrific, awesome, terrific awesome",positive," awesome, rri, fic,  te"
12648,positive,2,kent aura be a really good product I be use kent aura for past 6 month my son have asthma and this product have really help he it be quite silent and very efficient,positive,"kent, really, and, product be, help, kent aura, aura, past, be quite, past month",positive," good,  efficient,  k,  very,  and, ent,  aura,  silent,  product,  for"
12966,positive,2,nice product very good,positive,"good, product very, nice, product, very good, very, nice product",positive," good,  very,  product,  nice"
4669,negative,0,utterly disappoint its be 8 day and no body come for installation and flipkart have no control over it unprofessional behaviour by installation team when they do not care and deny for installationbad experience never expect,negative,"no, utterly, disappoint, utterly disappoint, when, experience, for, day and, never, do not",negative," utterly,  di, sa,  no,  no,  have,  body,  control,  installation, ssion"
2965,negative,0,utterly disappointed not so good,negative,"utterly, disappointed, good, utterly disappointed, not so, not, so good, disappointed not, so",negative," not,  utterly,  disappointed,  so,  good"
8762,neutral,1,good its ok,neutral,"ok, its ok, good its, good, its",neutral," good,  ok,  its"
7546,neutral,1,nice product very,positive,"product very, nice, product, very, nice product",positive," nice,  very,  product"
13858,positive,2,wonderful need demo for the product,positive,"wonderful, for the, for, the product, demo, product, need, the",positive," product,  wonderful,  demo,  for,  the,  need"
11343,positive,2,good choice good,positive,"good, choice good, good choice, choice",positive," good,  good,  choice"
3863,negative,0,utterly disappoint wastequickly broken,negative,"utterly, disappoint, utterly disappoint, broken",negative," waste,  broken,  di,  utterly, qui, sa, ly, pp, oint, ck"
3389,negative,0,expect a well product this product be not long last,neutral,"product, product be, well, long, expect well, not long, last, this product, product this, this",neutral," long,  not,  product,  this,  expect,  last,  a,  be,  well,  product"
6063,neutral,1,delightful it work perfectly fine with most app that have the casting capability but the screen mirroring do not work consistently,neutral,"but, perfectly, it work, screen mirroring, mirroring, but the, fine, it, do not, fine with",neutral," delight,  but,  perfectly,  it,  with,  work,  mirror,  that,  do,  screen"
11884,positive,2,terrific purchase super,positive,"terrific, super, purchase, terrific purchase, purchase super",positive," super, rri, fic,  purchase,  te"
2362,negative,0,unsatisfactory bad,negative,"unsatisfactory, bad, unsatisfactory bad",negative," un,  bad, fa, ctor, sat, is, y"
8979,neutral,1,decent product ok,neutral,"decent product, decent, ok, product, product ok",neutral," decent,  ok,  product"
6941,neutral,1,good ok,neutral,"ok, good ok, good",neutral," ok,  good"
1066,negative,0,horrible air flow be not good,negative,"horrible, not good, good, not, flow, be not, be, air, flow be, air flow",negative," horrible,  not,  good,  be,  air,  flow"
13857,positive,2,very good work as expect,positive,"good, as expect, good work, expect, as, work as, very good, very, work",neutral," very,  good,  work,  as,  expect"
3394,negative,0,very poor waste money one bottle 300ml be emptyso pls do not buy,negative,"poor, waste, very poor, waste money, not, do not, money, very, poor waste, buy",negative," poor,  waste,  not,  empty,  buy,  very,  do,  one,  300,  be"
5175,negative,0,worthless bad product,negative,"worthless, bad, bad product, worthless bad, product",negative," bad,  worthless,  product"
3993,negative,0,poor product quality poor quality material also container be small regulator not work fine motor be very noisy,negative,"poor, poor quality, small, motor, noisy, also, fine, material, poor product, not",negative," poor,  poor,  material,  product,  quality,  also,  not,  quality,  small,  noisy"
13277,positive,2,worth every penny good product,positive,"worth every, worth, every penny, penny, good, every, product, penny good, good product",positive," good,  every,  product,  penny,  worth"
8793,neutral,1,just okay do not have inbuilt battery so can not be use without adapter,neutral,"just okay, okay, can, just, can not, okay do, do not, so, not have, without",neutral," not,  okay,  just,  so,  in,  not,  adapt,  do, bu,  be"
2695,negative,0,hat it bad product never buy this product flipkart will never return your money its a cheap quality plastic product that worth only1000buck,negative,"hat, hat it, never, return, bad, your money, your, worth, cheap quality, quality plastic",negative," bad,  hat,  it,  never,  product,  product,  money,  never,  this,  will"
13896,positive,2,terrific its good and value for money,positive,"terrific, value, its good, good and, and, value for, for, good, for money, terrific its",positive," good, rri, fic,  money,  its,  value,  and,  te,  for"
5036,negative,0,hat it chair be good but table quality be very poor like cardboard,negative,"hat, hat it, poor, very poor, good but, good, be good, chair, but, chair be",negative," poor,  hat,  it,  quality,  very,  but,  be,  be,  cardboard,  like"
15509,positive,2,just wow good product,positive,"wow, just wow, good, wow good, product, just, good product",positive," good,  w, ow,  product,  just"
3051,negative,0,do not meet expectation very very very bad quality,negative,"very, meet expectation, bad, very bad, not meet, not, do not, meet, very very, expectation",negative," bad,  do,  not,  quality,  meet,  very,  very,  very,  expectation"
12564,positive,2,valueformoney everything be good and awesome but little heating issue other that its good one,neutral,"but, awesome, valueformoney, its good, little, awesome but, heating issue, but little, that its, and",neutral," but,  awesome,  good,  other,  issue,  that,  one,  value, form,  and"
12505,positive,2,classy product nice product,positive,"classy product, classy, product nice, product, nice, nice product",positive," nice, y,  product,  class,  product"
11460,positive,2,well in the market value for money,positive,"well in, the market, value, market, well, value for, for, in the, in, for money",positive," value,  money,  for,  market,  in,  the,  well"
11066,positive,2,great product nice kajal I love it very much,positive,"great product, great, love, product nice, love it, very much, it, kajal, nice, product",positive," love,  great,  it,  nice,  product,  very,  I,  much, ja,  ka"
4212,negative,0,moderate after 2 month review air through cool be not that good and the major problem be when we start rotation wing mode than vertical wing clash with horizontal wing due to it some row of horizontal wing get damage really disappoint after pay that much face such problem while use rotationdont go for this cool,negative,"problem, wing, that good, disappoint, damage, when, after, good, cool, that",negative," not,  after,  problem,  damage, t,  month,  di, sa,  clash, don"
7147,neutral,1,good okay,neutral,"okay, good okay, good",neutral," okay,  good"
975,negative,0,slightly disappointed very poor,negative,"poor, disappointed very, disappointed, very poor, very, slightly disappointed, slightly",negative," poor,  disappointed,  slightly,  very"
3502,negative,0,very poor bad product,negative,"poor, very poor, bad, poor bad, bad product, very, product",negative," poor,  bad,  very,  product"
2000,negative,0,waste of money product be damage,negative,"waste, damage, waste of, of money, money, of, product be, be damage, be, product",negative," waste,  damage,  product,  be,  of,  money"
7255,neutral,1,good soft bt fill much,neutral,"good soft, fill, much, bt, good, soft",neutral," b, t,  fill,  much,  good,  soft"
2709,negative,0,utterly disappoint bad product ever never go with this I buy and dead after 2 week,negative,"utterly, disappoint, utterly disappoint, ever, bad, never, after, dead, bad product, disappoint bad",negative," bad,  product,  di,  utterly,  never, oint, sa,  ever, pp,  buy"
11080,positive,2,wonderful excellent product,positive,"excellent, wonderful, excellent product, product, wonderful excellent",positive," excellent,  wonderful,  product"
6017,neutral,1,do the job ok,neutral,"do the, ok, the job, job, do, the, job ok",neutral," ok,  do,  job,  the"
1342,negative,0,absolute rubbish bad,negative,"rubbish, absolute rubbish, absolute, bad, rubbish bad",negative," bad,  rub, bish,  absolute"
1191,negative,0,moderate 2 star just because of convenience of useapart from that very poor build quality with cheap plastic jar locking mechanism break within 3 month of normal use and without that the food processor will not run even though its from philip the poor longeivity reflect the make in china lineage regret buy it now should have go for other brand which give more accessory at a less price,negative,"poor, very poor, from, break, normal, of, just, that, jar, regret",negative," poor,  poor,  regret,  moderate,  because, ip,  3,  lineage,  very,  that"
3645,negative,0,do not meet expectation bad product,negative,"bad, meet expectation, not, not meet, do not, meet, expectation, bad product, expectation bad, product",negative," bad,  not,  do,  product,  meet,  expectation"
9430,neutral,1,expect a well product geyser plug be not available and geyser pipe be not available and everything be good value for money,negative,"not, not available, well product, pipe, pipe be, be good, expect well, money, be, for",negative," not,  not,  product,  available,  good,  money,  everything, ser,  be,  g"
8267,neutral,1,good choice good but work slowly,neutral,"but, choice good, good but, work slowly, but work, good, good choice, work, slowly, choice",neutral," but,  good,  choice,  work,  good,  slowly"
8538,neutral,1,do the job but not work for appo as3 mobile,neutral,"but, do the, the job, job, not work, work for, do, mobile, work, but not",neutral," but,  not,  work,  do,  job, o,  as,  mobile,  the, 3"
6235,neutral,1,good okkk,neutral,"good okkk, okkk, good",neutral," good,  ok, k, k"
13983,positive,2,worth the money nice shoe,positive,"money nice, worth, nice, worth the, shoe, the money, the, money, nice shoe",positive," nice,  worth,  shoe,  the,  money"
12206,positive,2,must buy I be very satisfied with this product,positive,"must buy, satisfied, must, satisfied with, be very, buy, with this, with, this, product",positive," satisfied,  must,  very,  I,  with,  buy,  be,  this,  product"
11078,positive,2,terrific purchase good,positive,"terrific, purchase, terrific purchase, good, purchase good",positive," good, rri, fic,  purchase,  te"
10370,neutral,1,just okay 5050 neither so good nor so bad,neutral,"just okay, okay, so, bad, so good, neither so, so bad, just, good nor, nor",neutral," bad,  so,  okay,  nor,  good,  just,  neither, 50,  so,  50"
830,negative,0,do not meet expectation voice quality be not too good,negative,"not, meet expectation, not too, not meet, good, do not, meet, expectation, too good, voice",negative," not,  not,  good,  meet,  do,  expectation,  too,  quality,  be,  voice"
713,negative,0,bad experience ever material be waste do not fit for any use waste of moneywaste of money,negative,"waste, waste of, experience ever, ever, bad experience, experience, bad, of money, of, do not",negative," waste,  waste,  bad,  of,  ever, was,  money,  experience, te,  be"
6781,neutral,1,could be way well too small,neutral,"small, well, well too, could be, too, way well, be way, could, be, way",neutral," small,  way,  well,  too,  could,  be"
5319,negative,0,bad experience ever poor quality,negative,"poor, experience ever, ever, bad experience, bad, experience, poor quality, quality, ever poor",negative," poor,  bad,  ever,  experience,  quality"
10087,neutral,1,just okay ok,neutral,"okay, just okay, ok, just, okay ok",neutral," just,  ok,  okay"
7923,neutral,1,nice water always drop even push ing button,neutral,"drop, nice, even, nice water, always, button, water, push",neutral," nice,  water,  button,  ing,  drop,  even,  push,  always"
2152,negative,0,bad quality poor quality,negative,"poor, bad, poor quality, quality, bad quality, quality poor",negative," poor,  bad,  quality,  quality"
760,negative,0,bad experience ever very bad experience heating issue,negative,"bad, bad experience, experience, experience ever, ever, very bad, heating issue, issue, heating, very",negative," bad,  bad,  experience,  ever,  heating,  experience,  very,  issue"
3486,negative,0,useless product with in 1 use sound start comingno proper service centertake lot of time to grindutterly waste product,negative,"useless, useless product, waste, proper, time to, time, with in, of, start, in use",negative," useless,  waste,  product,  1,  in, no,  sound,  start,  with,  use"
12911,positive,2,super just amazing dinner set,positive,"super, amazing, set, dinner, just, just amazing, dinner set, super just",positive," amazing,  super,  set,  dinner,  just"
3577,negative,0,useless product its inbuilt wifi not open not work otherwise it be good,negative,"useless, useless product, not, otherwise, not open, good, be good, wifi not, it be, wifi",negative," useless,  product, bu, i,  w,  good,  not, if,  in,  its"
11247,positive,2,excellent exlent result super product maind blow I gain 15gks 3munths course,positive,"super, excellent, blow, result, product, exlent, gain, super product, course",positive," excellent,  super,  product,  result,  course, lent,  main,  15, ks,  3"
9817,neutral,1,very good ok,neutral,"ok, good ok, very, good, very good",neutral," ok,  good,  very"
2613,negative,0,worthless I have order this product see a lot of positive review get this product and try do my first test and see the test line appear to be positive so I scan with the mylab coviself app which never scan the result and do not give my result from app I try to reach the service but no response waste of money and no genuinity,negative,"no, worthless, test, positive, waste of, waste, but no, not, this product, of money",negative," worthless,  result,  order,  no,  I,  waste,  this,  have,  this,  never"
7055,neutral,1,fair when I be charge my redmi note 8 in other 18w cahrger my mobile be show fast charging but in this I can not find fast charging and even charge speed be slow,negative,"fair, fast, when, charge, show, charging, not find, fast charging, charge speed, can",neutral," fair,  slow,  8,  I,  not,  mobile,  but,  my,  charging,  find"
9203,neutral,1,good just ok,neutral,"ok, just, just ok, good just, good",neutral," good,  ok,  just"
3222,negative,0,absolute rubbish do not waste money on this useless product stop work in one week only,negative,"useless, useless product, rubbish, absolute rubbish, absolute, waste, stop, stop work, waste money, one week",negative," rub, bish,  useless,  stop,  not,  absolute,  product,  waste,  money,  week"
7330,neutral,1,really nice average,neutral,"average, nice average, really, really nice, nice",neutral," average,  nice,  really"
7448,neutral,1,good product be ok no aroma,neutral,"ok, no, product be, ok no, product, be ok, good product, good, aroma, be",neutral," ok,  no,  good,  be,  a,  product, roma"
1291,negative,0,moderate gel pen leak,neutral,"pen, leak, moderate, gel",negative," leak,  pen,  gel,  moderate"
11509,positive,2,classy product no1 product,positive,"classy product, classy, product, no1, no1 product",positive,"y,  class,  product,  no, 1,  product"
9387,neutral,1,good quality product ok ji,neutral,"ok, quality product, product, good quality, quality, good, product ok",neutral," ok,  good,  ji,  quality,  product"
11602,positive,2,worth every penny good product,positive,"worth every, worth, every penny, penny, good, every, product, penny good, good product",positive," good,  every,  product,  penny,  worth"
6289,neutral,1,just okay I have be covid positive in oct 2020my entire family get positive in april 2021 than I try to buy oxigen concentrator since I could not buy oxigen concentratori have to buy air purifier air purifier may help only 10 to covid infected patientoxigen concentrator can help 90 to covid infected peopleoxigen cylender will help 100 to covid infect peopledont buy this product for save life from covid 19 it will not helpif you want to clean your room air upto some extent thi,neutral,"buy, just okay, okay, help, air, covid, from, positive, your, to clean",neutral," okay,  just,  have,  I,  not,  will,  not,  some,  extent,  could"
6298,neutral,1,decent product good product but it be lag at time,neutral,"decent product, but, decent, product good, product but, product, but it, it, time, at time",neutral," decent,  product,  but,  be,  time,  product,  good, g,  la,  it"
15902,positive,2,wonderful very good productvalue for money,positive,"wonderful, for, good, good productvalue, for money, productvalue, wonderful very, very good, very, productvalue for",positive," good,  wonderful,  very, val, ue,  for,  money,  product"
1603,negative,0,unsatisfactory do not buy for helmet it will not stop wind blast at all and voice will be too unclear to understand,negative,"unsatisfactory, not, stop, at all, do not, be too, voice, for, all, wind",negative," un,  not,  not,  buy,  all, sat,  stop, is, ctor, fa"
2397,negative,0,utterly disappoint bad stabilizer,negative,"utterly, disappoint, utterly disappoint, bad, disappoint bad, stabilizer",negative," bad,  di,  utterly, sa, pp,  stab, oint, ilizer"
7063,neutral,1,just okay not bad,neutral,"not bad, just okay, okay, bad, just, okay not, not",neutral," bad,  okay,  not,  just"
5718,neutral,1,pretty good ok,neutral,"ok, good ok, pretty, pretty good, good",neutral," ok,  good,  pretty"
10005,neutral,1,not good kettle be leak from the first day,negative,"not good, leak, from the, good, from, not, first, kettle, first day, day",negative," leak,  not,  day,  from,  good, le, ett,  be,  the,  first"
15363,positive,2,brilliant super excellent happy I be satisfied,positive,"super, brilliant, excellent, happy, satisfied, be satisfied, be, brilliant super, happy be, super excellent",positive," happy,  excellent,  super,  I,  brilliant,  satisfied,  be"
15274,positive,2,good quality product nice product,positive,"product nice, good, product, quality product, nice, good quality, quality, nice product",positive," nice,  good,  quality,  product,  product"
11004,positive,2,good quality product good,positive,"good, product good, quality product, product, good quality, quality",positive," good,  good,  quality,  product"
15819,positive,2,terrific purchase excellent product,positive,"terrific, excellent, purchase, terrific purchase, excellent product, product, purchase excellent",positive," excellent, rri, fic,  purchase,  te,  product"
4859,negative,0,not good blade quality be very poor,negative,"poor, not good, very poor, good, not, very, quality be, blade, be very, be",negative," poor,  quality,  blade,  be,  not,  very,  good"
12557,positive,2,must buy bass too good outstanding sound quality besthight off bass be 3fit,positive,"must buy, must, too good, bass, buy, sound, too, off, good, outstanding",positive," outstanding,  must,  buy,  too,  good,  sound,  bass,  quality, hi, ght"
3310,negative,0,moderate bad,negative,"bad, moderate, moderate bad",negative," bad,  moderate"
4433,negative,0,could be way well worst,negative,"worst, way, could, be way, way well, could be, be, well",negative," worst,  way,  could,  well,  be"
13703,positive,2,wonderful good product,positive,"wonderful, wonderful good, good, product, good product",positive," wonderful,  good,  product"
7051,neutral,1,really nice ok,neutral,"ok, really, nice ok, really nice, nice",neutral," ok,  nice,  really"
14509,positive,2,super this be a very good camera at this price range,positive,"super, range, camera, be very, at this, this, good, price, price range, good camera",positive," super,  good,  camera,  be,  very,  this,  range,  a,  at,  this"
1318,negative,0,hat it very bad product,negative,"hat, hat it, bad, very bad, bad product, very, it very, it, product",negative," bad,  hat,  it,  very,  product"
1802,negative,0,do not waste your money ipad 9 generation a big problem problem automatically wifi disconnect,negative,"problem, waste, disconnect, waste your, your money, your, do not, not waste, not, money",negative," waste,  disco,  money,  problem,  not,  problem,  i, if, i,  do"
8042,neutral,1,delightful ok,neutral,"ok, delightful ok, delightful",neutral," ok,  delight, ful"
13068,positive,2,terrific very nice filpcat,positive,"terrific, very nice, terrific very, nice, very",positive," nice, rri, fic,  very, l,  te,  fi, cat, p"
8460,neutral,1,do the job above average,neutral,"average, do the, the job, job, above, above average, do, the",neutral," average,  do,  above,  job,  the"
8569,neutral,1,decent product too much noisey,neutral,"decent product, decent, product, much, too, product too, too much, noisey",neutral," decent,  too,  product,  much,  noise, y"
6514,neutral,1,fair product be fair as per its cost do not rely on technician for operation and caution of the of the unit as they have very limited knowledge about the product and its operation follow the user manual for operation and caution of the unit,neutral,"fair, and, product be, of, manual, cost, the unit, unit, operation, as",neutral," fair,  fair,  cost,  not,  per,  rely,  product,  limited,  be,  of"
12249,positive,2,must buy nice but insurance card be not give,neutral,"but, must buy, buy, buy nice, must, nice but, nice, give, card, not give",positive," nice,  must,  buy,  give,  not,  but,  card,  insurance,  be"
673,negative,0,waste of money I reccomand not to buy this headset sometimes get stick for 1sec gap this irritate I and annoying since charger port lid always open sweating get inside that mic in this headset be not so clearly audible while use the mic for phone call I get to hold the mic region near my mouth,negative,"get, waste, waste of, mic, not, not so, not to, for, charger, of money",negative," waste,  of,  money,  I,  not,  this, cco,  1, rri,  i"
2265,negative,0,horrible very bad producttttt,negative,"horrible, bad, very bad, horrible very, very",negative," horrible,  bad,  very, tt, tt,  product"
3851,negative,0,hat it pro qualityonly 2 har hot water,negative,"hat, hat it, pro, water, hot water, hot, it, qualityonly",negative," hat,  it,  ha,  quality,  pro,  2, r, ly, on,  water"
16,negative,0,bad quality west fellow give miss side shlave and return policy be there but only damaged or broken option,negative,"return, broken, west, bad, option, give, side, damaged, there but, fellow",negative," broken,  policy,  damaged,  fellow,  miss,  quality,  give,  option,  west,  only"
404,negative,0,bad experience ever nod good thi product very bad,negative,"bad, experience ever, ever, bad experience, very bad, experience, good, product very, very, product",negative," bad,  bad,  ever,  experience,  th,  very,  nod,  good,  product, i"
12534,positive,2,must buy very nice m fully satisfied,positive,"must buy, very nice, satisfied, must, fully, buy, fully satisfied, nice, buy very, very",positive," must,  nice,  m,  buy,  very,  satisfied,  fully"
15225,positive,2,wonderful good,positive,"wonderful, wonderful good, good",positive," good,  wonderful"
9008,neutral,1,really nice ok,neutral,"ok, really, nice ok, really nice, nice",neutral," ok,  nice,  really"
7942,neutral,1,just okay just ok,neutral,"just okay, okay, ok, just, just ok, okay just",neutral," ok,  just,  okay,  just"
5306,negative,0,do not meet expectation nonetheless I give the feel of ac,negative,"meet expectation, not meet, not, do not, meet, expectation, give, of, ac, feel",negative," not,  do,  meet,  expectation,  nonetheless,  feel,  I,  of, c,  give"
8034,neutral,1,could be way well normal,neutral,"normal, well, well normal, could be, way well, be way, could, be, way",neutral," normal,  way,  well,  could,  be"
7286,neutral,1,slightly disappointed it be good but not mix properly,neutral,"but, disappointed, good but, disappointed it, it, slightly, not mix, properly, it be, slightly disappointed",neutral," disappointed,  not,  slightly,  but,  good,  properly,  it,  be,  mix"
12125,positive,2,terrific purchase very good pack good ergonomic design very light weight comfortable handling let see how it be functionally,positive,"terrific, purchase, good, terrific purchase, design, let, how, let see, very light, comfortable",positive,"fic, rri,  design,  good,  good, omi, gon,  how,  purchase,  pack"
10975,positive,2,wonderful nice very comfortable,positive,"wonderful, wonderful nice, very comfortable, nice very, comfortable, nice, very",positive," wonderful,  nice,  very,  comfortable"
13412,positive,2,mindblowing purchase its awesome with beautiful color and design on it I recommend you to buy this thank flipkart,positive,"awesome, thank, mindblowing, mindblowing purchase, purchase, beautiful, recommend, design, and, buy",positive," awesome,  thank,  design, low,  beautiful,  its, ing,  it,  this,  purchase"
10504,neutral,1,wonderful ok,neutral,"ok, wonderful, wonderful ok",neutral," ok,  wonderful"
5959,neutral,1,good choice its okay,neutral,"okay, choice its, good choice, good, its okay, its, choice",neutral," okay,  good,  choice,  its"
7834,neutral,1,wonderful ok,neutral,"ok, wonderful, wonderful ok",neutral," ok,  wonderful"
3769,negative,0,bad experience ever very bad quality,negative,"bad, experience ever, ever, bad experience, very bad, experience, very, bad quality, quality, ever very",negative," bad,  bad,  ever,  experience,  quality,  very"
6065,neutral,1,nice product ok,neutral,"ok, product, nice, nice product, product ok",neutral," nice,  ok,  product"
3507,negative,0,horrible this product not work and current shock body shock this product,negative,"horrible, this product, not, product not, current, body, horrible this, this, product, and",negative," horrible,  shock,  not,  product,  product,  this,  shock,  this,  work,  current"
4120,negative,0,do not waste your money bad product,negative,"waste, bad, not, do not, waste your, your money, your, not waste, money, bad product",negative," bad,  waste,  not,  do,  product,  your,  money"
15289,positive,2,fabulous amazing product,positive,"fabulous, amazing, amazing product, product, fabulous amazing",positive," amazing,  f, abulous,  product"
2156,negative,0,slightly disappointed not great,negative,"disappointed, great, not, disappointed not, slightly disappointed, slightly, not great",negative," disappointed,  not,  great,  slightly"
